Experiment_ID,Cell_Line,Cell_Type,Synthesis_Method,Surface_Coating,Core_Size_nm,Zeta_Potential_mV,Concentration,Exposure_Time,Cell_Viability,ROS,LDH,Apoptosis,Hemolysis,Comet_Tail_Moment,Selectivity_Index,Toxicity_Score,IC50,Risk_Level,ISO_10993_Status
EXP-ZNO-003175,HeLa,Cancer,Sol-Gel,Bare_ZnO,39.0,-5.8,50.27,6,65.17,32.44,27.16,30.98,0.98,3.66,0.89,29.43,73.1,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003176,Jurkat,Cancer,Hydrothermal,Silica_Coated,86.9,10.9,1.09,72,99.72,1.51,2.19,0.73,0.1,2.18,3.25,1.08,20.01,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003177,HEK293,Normal,Green_Synthesis,Silica_Coated,57.9,-17.5,42.16,72,64.01,8.32,10.2,13.4,0.1,4.52,1.0,13.22,51.06,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003178,A549,Cancer,Green_Synthesis,Silica_Coated,62.3,-23.8,140.57,12,21.38,35.88,35.1,52.18,2.4,13.3,1.07,47.95,60.54,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003179,A549,Cancer,Chemical_Precipitation,PEG_Coated,57.7,9.4,18.83,24,82.79,8.83,6.81,16.2,0.1,2.63,1.43,16.05,45.45,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003180,Jurkat,Cancer,Chemical_Precipitation,PEG_Coated,37.7,28.4,11.54,72,76.14,11.01,9.12,23.97,0.26,3.04,2.85,24.84,22.8,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003181,L929,Normal,Chemical_Precipitation,Chitosan_Coated,24.8,30.1,24.04,12,87.29,3.5,2.68,5.41,0.2,1.87,1.0,6.09,95.68,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003182,A549,Cancer,Chemical_Precipitation,Chitosan_Coated,52.5,30.6,3.33,12,99.28,0.0,0.0,2.41,0.26,1.59,1.22,0.78,53.47,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003183,PBMCs,Normal,Sol-Gel,Silica_Coated,70.4,4.4,6.39,12,100.0,1.12,0.43,0.0,0.36,1.22,1.0,0.29,73.92,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003184,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,66.2,-0.3,17.05,6,100.0,0.0,2.95,0.0,0.1,2.01,1.0,0.44,112.69,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003185,MCF-7,Cancer,Green_Synthesis,Silica_Coated,52.0,29.5,27.04,72,50.81,26.52,18.64,32.69,0.38,4.67,2.18,31.45,29.78,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003186,HCT-116,Cancer,Chemical_Precipitation,PEG_Coated,56.4,30.2,17.84,72,67.38,15.28,20.51,35.09,0.85,4.05,2.49,34.9,26.05,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003187,NIH-3T3,Normal,Chemical_Precipitation,Bare_ZnO,63.2,-32.3,52.64,12,63.86,31.04,21.88,27.99,1.12,3.09,1.0,25.22,76.22,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003188,HEK293,Normal,Chemical_Precipitation,Bare_ZnO,73.4,-33.8,142.66,24,12.36,73.97,58.3,58.05,6.17,14.97,1.0,64.89,55.2,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003189,HeLa,Cancer,Green_Synthesis,PEG_Coated,67.3,-19.1,66.55,12,59.86,9.54,11.72,22.91,0.77,4.74,0.7,18.07,93.2,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003190,HCT-116,Cancer,Chemical_Precipitation,PEG_Coated,21.5,-2.6,18.22,72,63.0,20.71,21.17,34.62,0.1,3.84,2.49,39.24,26.05,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003191,HEK293,Normal,Hydrothermal,Chitosan_Coated,16.4,-24.9,6.75,6,100.0,0.0,0.0,0.0,0.1,1.0,1.0,0.01,122.81,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003192,HepG2,Cancer,Green_Synthesis,Chitosan_Coated,23.5,16.9,15.26,48,88.34,2.48,0.0,9.48,0.25,1.87,1.32,5.29,49.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003193,L929,Normal,Chemical_Precipitation,Chitosan_Coated,45.5,-24.1,49.52,72,51.75,19.29,15.82,23.01,0.43,4.75,1.0,24.99,51.11,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003194,L929,Normal,Chemical_Precipitation,Bare_ZnO,83.4,13.5,17.48,24,90.87,7.08,5.2,5.25,0.13,1.6,1.0,5.65,62.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003195,MCF-7,Cancer,Chemical_Precipitation,Silica_Coated,46.1,-31.6,35.87,12,57.49,29.96,25.83,38.36,0.75,5.15,1.58,45.25,41.04,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003196,HepG2,Cancer,Chemical_Precipitation,Chitosan_Coated,19.1,-17.3,8.06,12,91.7,3.84,4.26,6.34,0.1,1.79,1.1,6.68,59.1,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003197,L929,Normal,Hydrothermal,PEG_Coated,61.0,32.0,48.26,6,83.44,5.09,5.82,8.41,0.1,1.03,1.0,7.26,150.79,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003198,Caco-2,Normal,Green_Synthesis,Silica_Coated,67.3,-16.9,16.41,12,87.4,6.86,2.72,8.94,0.1,1.9,1.0,5.95,79.66,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003199,HCT-116,Cancer,Hydrothermal,Bare_ZnO,66.1,33.8,39.21,24,43.36,60.02,55.63,50.72,2.07,7.16,1.93,63.13,33.6,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003200,MCF-7,Cancer,Hydrothermal,PEG_Coated,24.2,24.5,41.63,48,41.38,14.87,21.12,47.71,1.06,5.96,1.73,44.41,37.48,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003201,CHO,Normal,Green_Synthesis,Chitosan_Coated,87.2,17.2,2.41,24,98.24,4.72,0.0,1.88,0.1,1.0,1.0,1.31,82.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003202,A549,Cancer,Green_Synthesis,Bare_ZnO,45.6,31.5,14.63,6,94.98,4.93,2.97,0.0,0.52,1.57,0.84,3.37,77.16,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003203,HepG2,Cancer,Sol-Gel,PEG_Coated,37.5,0.6,6.22,6,96.62,0.0,3.99,0.79,0.1,1.95,0.73,2.32,88.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003204,Jurkat,Cancer,Chemical_Precipitation,Silica_Coated,47.7,6.7,32.64,6,62.39,27.55,25.01,35.47,0.24,3.78,1.55,44.19,41.85,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003205,CHO,Normal,Sol-Gel,Bare_ZnO,16.0,-25.9,6.97,6,96.91,0.0,0.0,5.26,0.38,1.2,1.0,1.76,89.35,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003206,L929,Normal,Green_Synthesis,Bare_ZnO,61.7,9.2,73.55,48,45.55,24.19,26.67,26.24,1.93,6.67,1.0,20.34,66.69,Low,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003207,L929,Normal,Chemical_Precipitation,Bare_ZnO,21.0,29.6,1.49,24,100.0,0.0,0.2,0.0,0.1,1.0,1.0,0.03,62.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003208,HEK293,Normal,Sol-Gel,PEG_Coated,84.5,-0.5,12.24,12,91.65,3.17,0.57,7.93,0.1,1.0,1.0,4.49,99.42,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003209,CHO,Normal,Green_Synthesis,Silica_Coated,41.4,16.3,3.6,12,97.35,0.0,1.96,5.85,0.1,1.36,1.0,1.41,87.63,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003210,Caco-2,Normal,Green_Synthesis,PEG_Coated,91.9,13.0,44.67,48,62.49,9.43,12.68,18.71,0.42,4.04,1.0,16.09,63.75,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003211,HEK293,Normal,Hydrothermal,Bare_ZnO,67.1,27.0,7.59,48,99.58,0.0,0.01,0.44,0.2,1.0,1.0,0.21,49.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003212,Caco-2,Normal,Chemical_Precipitation,Silica_Coated,28.1,33.9,20.02,48,73.45,15.81,9.82,15.69,0.1,2.6,1.0,18.98,36.09,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003213,Jurkat,Cancer,Sol-Gel,Chitosan_Coated,92.4,18.8,99.56,48,15.35,48.79,43.7,81.88,4.46,18.0,2.47,85.1,26.36,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003214,Caco-2,Normal,Green_Synthesis,Bare_ZnO,53.7,21.6,57.24,12,63.18,22.33,21.04,20.24,2.07,4.25,1.0,18.83,79.66,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003215,Jurkat,Cancer,Green_Synthesis,Chitosan_Coated,58.9,-22.1,9.74,48,83.71,7.01,10.34,9.16,0.1,1.74,1.97,11.35,32.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003216,HEK293,Normal,Hydrothermal,Bare_ZnO,44.5,-10.8,72.74,24,45.59,37.62,32.13,33.87,1.68,6.5,1.0,32.61,63.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003217,MCF-7,Cancer,Chemical_Precipitation,Chitosan_Coated,56.8,6.4,112.69,12,21.21,40.47,40.85,78.05,2.03,13.82,1.32,79.32,49.25,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003218,PBMCs,Normal,Green_Synthesis,Chitosan_Coated,86.6,4.0,14.54,12,100.0,0.0,4.51,3.49,0.1,1.0,1.0,0.68,110.89,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003219,NIH-3T3,Normal,Hydrothermal,PEG_Coated,60.2,18.1,22.69,48,86.97,0.0,3.05,8.08,0.1,1.32,1.0,5.43,69.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003220,PBMCs,Normal,Sol-Gel,Silica_Coated,93.2,-14.7,18.92,72,75.81,7.36,14.81,17.75,0.24,4.19,1.0,14.41,39.49,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003221,Jurkat,Cancer,Hydrothermal,PEG_Coated,35.4,-18.3,55.08,24,33.27,29.61,32.22,60.89,0.89,7.35,1.7,60.23,38.22,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003222,L929,Normal,Green_Synthesis,Silica_Coated,37.1,5.4,16.6,48,91.39,0.0,0.0,0.0,0.1,1.97,1.0,2.19,66.69,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003223,Jurkat,Cancer,Green_Synthesis,Silica_Coated,54.3,4.2,17.49,48,71.45,10.41,12.92,21.58,0.62,4.05,2.37,19.33,27.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003224,A549,Cancer,Sol-Gel,Silica_Coated,70.2,-29.1,43.9,72,30.56,46.0,38.13,61.55,1.92,9.12,2.51,63.02,25.87,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003225,HCT-116,Cancer,Sol-Gel,Bare_ZnO,32.7,19.3,4.42,24,93.66,8.86,9.28,1.75,0.98,1.56,2.03,8.18,32.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003226,L929,Normal,Chemical_Precipitation,Chitosan_Coated,92.7,-3.6,121.85,72,21.6,24.03,21.5,46.33,2.68,13.69,1.0,39.77,51.11,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003227,HepG2,Cancer,Sol-Gel,PEG_Coated,23.7,-28.1,21.17,48,73.65,10.39,8.85,23.97,0.1,2.64,1.52,18.55,42.84,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003228,L929,Normal,Chemical_Precipitation,Silica_Coated,49.6,-8.7,20.06,12,91.28,1.32,1.24,2.45,0.64,1.31,1.0,3.86,79.74,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003229,HepG2,Cancer,Green_Synthesis,Chitosan_Coated,15.6,13.5,25.29,24,83.7,10.54,5.62,7.81,0.1,1.65,1.03,8.72,63.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003230,Primary_HDF,Normal,Hydrothermal,Silica_Coated,65.0,-15.9,84.21,6,65.44,16.84,12.3,13.18,0.73,4.09,1.0,14.73,122.81,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003231,L929,Normal,Hydrothermal,Bare_ZnO,64.3,-4.9,44.71,72,49.37,33.49,28.87,23.46,1.25,5.29,1.0,25.85,48.61,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003232,MCF-7,Cancer,Chemical_Precipitation,Bare_ZnO,75.8,-11.1,29.53,24,55.62,50.32,42.16,44.11,1.55,5.5,2.02,56.27,32.2,High,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003233,HCT-116,Cancer,Sol-Gel,Silica_Coated,63.3,30.2,9.53,12,87.37,2.84,10.85,12.82,0.65,1.0,1.59,11.99,40.79,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003234,Jurkat,Cancer,Sol-Gel,Silica_Coated,29.3,16.5,17.97,48,56.51,34.11,26.15,41.19,0.88,2.97,2.96,46.6,21.97,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003235,PBMCs,Normal,Green_Synthesis,PEG_Coated,37.5,-0.4,7.04,12,96.22,4.49,1.63,3.55,0.1,1.0,1.0,2.12,120.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003236,HeLa,Cancer,Hydrothermal,Chitosan_Coated,69.5,-34.2,70.61,48,27.91,32.0,27.69,47.68,1.33,8.64,1.46,45.5,44.49,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003237,Jurkat,Cancer,Hydrothermal,Silica_Coated,45.9,0.9,25.36,24,53.08,29.37,25.02,44.93,0.78,5.18,2.21,45.29,29.4,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003238,HepG2,Cancer,Chemical_Precipitation,Chitosan_Coated,47.5,32.0,68.14,72,19.62,39.4,39.88,67.66,1.74,12.68,2.06,65.8,31.57,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003239,HepG2,Cancer,Hydrothermal,PEG_Coated,21.8,14.7,7.55,48,90.68,1.54,8.37,6.27,0.3,1.61,1.45,6.4,44.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003240,CHO,Normal,Chemical_Precipitation,Bare_ZnO,89.8,23.5,17.75,48,80.49,14.71,14.56,13.98,1.3,2.62,1.0,15.28,39.7,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003241,HepG2,Cancer,Hydrothermal,Bare_ZnO,28.1,7.7,30.51,24,66.23,30.69,23.55,27.05,0.42,3.66,1.47,27.54,44.1,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003242,PBMCs,Normal,Sol-Gel,Bare_ZnO,76.6,-14.8,43.15,24,59.93,36.72,22.65,21.94,1.12,4.18,1.0,27.35,58.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003243,Caco-2,Normal,Green_Synthesis,Silica_Coated,54.3,28.5,50.42,12,67.91,15.46,9.9,12.88,1.0,4.27,1.0,14.54,79.66,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003244,Jurkat,Cancer,Chemical_Precipitation,Chitosan_Coated,36.0,-1.4,1.37,72,96.97,0.0,5.44,5.19,0.27,1.62,3.09,4.05,21.04,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003245,MCF-7,Cancer,Sol-Gel,Bare_ZnO,65.2,6.8,31.25,48,40.4,62.04,53.62,58.32,2.11,6.15,2.37,66.64,27.46,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003246,HepG2,Cancer,Sol-Gel,Bare_ZnO,71.8,9.5,30.11,48,55.85,37.9,33.28,33.79,1.74,5.17,1.97,37.79,32.95,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003247,Jurkat,Cancer,Green_Synthesis,Silica_Coated,56.3,-17.1,11.14,72,79.29,11.69,8.39,14.03,0.1,2.54,2.73,14.51,23.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003248,HeLa,Cancer,Green_Synthesis,Chitosan_Coated,81.3,-21.2,10.09,24,96.03,1.11,3.91,0.26,0.1,2.0,0.96,1.97,67.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003249,L929,Normal,Sol-Gel,Chitosan_Coated,86.2,-26.0,23.07,6,94.86,4.26,0.96,6.38,0.26,1.72,1.0,2.98,132.56,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003250,CHO,Normal,Sol-Gel,Silica_Coated,88.4,30.7,32.87,12,82.39,11.82,8.4,13.91,0.7,2.72,1.0,11.71,70.1,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003251,Caco-2,Normal,Chemical_Precipitation,PEG_Coated,65.0,30.7,20.93,6,99.95,0.82,1.57,4.62,0.1,1.49,1.0,0.93,97.15,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003252,HeLa,Cancer,Chemical_Precipitation,Bare_ZnO,78.0,16.5,77.26,6,42.57,56.58,50.25,44.93,1.86,6.13,0.97,54.31,67.25,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003253,CHO,Normal,Hydrothermal,PEG_Coated,23.3,23.6,60.19,12,66.58,4.25,11.65,18.15,0.1,3.13,1.0,16.64,95.69,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003254,HeLa,Cancer,Green_Synthesis,Silica_Coated,87.7,17.7,22.91,6,91.87,4.19,0.0,6.95,0.47,1.62,0.71,3.93,91.38,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003255,Caco-2,Normal,Chemical_Precipitation,Chitosan_Coated,85.1,19.9,29.4,12,78.19,16.97,8.09,16.58,0.1,2.68,1.0,16.81,70.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003256,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,44.8,-2.7,27.42,6,81.12,10.03,9.2,14.67,0.1,2.58,0.91,15.86,71.64,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003257,L929,Normal,Sol-Gel,Chitosan_Coated,42.9,10.6,111.4,24,36.0,22.84,17.84,36.84,1.58,7.41,1.0,29.91,81.6,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003258,MCF-7,Cancer,Chemical_Precipitation,PEG_Coated,58.0,18.7,57.49,6,58.05,19.98,20.17,41.87,0.67,5.2,0.96,41.46,68.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003259,A549,Cancer,Sol-Gel,Silica_Coated,75.8,-26.8,3.88,24,96.01,8.22,3.81,5.19,0.1,1.52,1.71,5.45,38.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003260,L929,Normal,Hydrothermal,Bare_ZnO,72.9,29.4,9.68,72,93.99,4.66,4.07,1.99,0.1,1.82,1.0,3.17,48.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003261,HepG2,Cancer,Sol-Gel,Bare_ZnO,69.4,16.0,47.96,24,45.38,48.57,41.12,42.49,1.94,6.41,1.55,47.15,42.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003262,HEK293,Normal,Hydrothermal,Bare_ZnO,59.7,-10.6,2.32,6,100.0,0.0,0.51,1.78,0.1,1.26,1.0,0.21,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003263,Primary_HDF,Normal,Sol-Gel,Bare_ZnO,52.5,25.3,47.08,48,53.99,30.24,22.37,24.15,1.28,4.35,1.0,22.86,56.49,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003264,MCF-7,Cancer,Chemical_Precipitation,PEG_Coated,71.5,-32.8,44.9,6,64.9,12.54,14.05,33.08,0.1,3.61,0.96,32.63,68.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003265,MCF-7,Cancer,Chemical_Precipitation,Silica_Coated,25.4,5.5,34.85,12,55.93,32.52,27.59,40.32,0.51,4.57,1.58,47.52,41.04,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003266,HeLa,Cancer,Hydrothermal,Chitosan_Coated,25.9,-9.8,17.75,72,77.57,13.8,9.34,13.21,0.1,2.59,1.68,14.81,38.6,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003267,PBMCs,Normal,Hydrothermal,PEG_Coated,94.2,-18.0,22.58,24,89.76,2.46,5.87,12.15,0.1,1.6,1.0,6.02,79.17,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003268,A549,Cancer,Hydrothermal,Chitosan_Coated,42.9,-1.5,36.72,24,57.89,20.47,20.29,35.01,0.76,5.25,1.36,33.82,47.88,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003269,PBMCs,Normal,Sol-Gel,Silica_Coated,81.8,-28.2,86.38,72,22.75,40.25,28.12,52.61,2.12,12.96,1.0,46.2,39.49,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003270,Primary_HDF,Normal,Green_Synthesis,Chitosan_Coated,81.3,10.2,7.96,24,98.8,0.0,4.16,0.0,0.61,1.16,1.0,0.64,108.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003271,CHO,Normal,Chemical_Precipitation,PEG_Coated,76.9,28.6,6.16,72,89.92,0.0,2.71,3.19,0.49,1.01,1.0,5.26,44.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003272,CHO,Normal,Sol-Gel,PEG_Coated,57.2,12.4,39.96,48,62.19,9.37,11.57,18.9,0.1,4.36,1.0,20.27,56.1,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003273,Caco-2,Normal,Hydrothermal,PEG_Coated,37.4,4.2,20.78,6,93.9,2.78,5.31,1.24,0.56,1.6,1.0,3.86,110.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003274,Caco-2,Normal,Green_Synthesis,Chitosan_Coated,93.6,32.2,54.35,24,62.59,15.1,12.32,18.37,0.12,3.93,1.0,16.78,75.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003275,HCT-116,Cancer,Hydrothermal,Silica_Coated,18.1,-16.1,37.44,48,38.83,45.7,33.71,50.25,1.63,8.08,2.47,57.94,26.36,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003276,L929,Normal,Chemical_Precipitation,Bare_ZnO,29.4,23.0,8.26,48,91.31,5.51,4.98,8.8,0.3,1.31,1.0,5.5,49.08,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003277,L929,Normal,Chemical_Precipitation,Chitosan_Coated,71.2,-30.1,14.65,12,98.73,0.0,1.04,0.05,0.12,1.33,1.0,0.61,95.68,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003278,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,15.8,-16.4,84.14,24,39.78,26.79,24.89,35.0,1.42,7.59,1.0,35.05,59.8,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003279,MCF-7,Cancer,Hydrothermal,Bare_ZnO,65.2,-11.4,17.42,24,77.12,24.45,22.04,16.45,0.67,2.53,1.77,23.99,36.75,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003280,CHO,Normal,Chemical_Precipitation,Silica_Coated,73.1,2.9,59.77,6,62.57,16.52,17.72,29.05,0.24,3.76,1.0,25.48,82.2,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003281,NIH-3T3,Normal,Hydrothermal,PEG_Coated,66.3,-5.3,13.13,48,92.79,4.02,3.28,5.78,0.36,1.39,1.0,3.92,69.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003282,HeLa,Cancer,Hydrothermal,Bare_ZnO,93.6,26.3,27.18,48,63.4,23.08,28.31,26.38,0.93,4.16,1.75,26.66,37.07,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003283,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,27.4,-34.0,85.39,72,13.91,45.44,40.15,73.84,3.12,17.46,2.17,73.09,30.02,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003284,L929,Normal,Green_Synthesis,Bare_ZnO,24.2,12.9,4.34,48,99.43,3.69,6.4,2.43,0.1,1.94,1.0,1.24,66.69,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003285,Primary_HDF,Normal,Sol-Gel,Chitosan_Coated,74.8,-6.7,137.86,6,48.78,15.82,18.91,23.28,0.1,5.67,1.0,21.97,140.36,Low,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003286,Caco-2,Normal,Hydrothermal,Chitosan_Coated,55.4,-16.9,34.06,12,88.09,4.9,0.17,12.16,0.54,2.77,1.0,6.89,80.3,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003287,Jurkat,Cancer,Chemical_Precipitation,Chitosan_Coated,73.3,-26.4,28.43,12,62.87,21.87,26.07,42.26,0.1,4.9,1.65,43.41,39.4,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003288,L929,Normal,Hydrothermal,PEG_Coated,51.6,27.3,6.08,12,97.0,3.96,1.65,0.0,0.1,1.41,1.0,1.71,118.3,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003289,CHO,Normal,Sol-Gel,Bare_ZnO,27.5,-16.0,151.52,48,10.02,69.14,57.04,60.11,9.67,18.0,1.0,62.87,43.15,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003290,HeLa,Cancer,Sol-Gel,Silica_Coated,38.9,-5.6,28.06,12,73.5,14.53,8.02,19.49,0.41,2.6,1.13,18.02,57.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003291,MCF-7,Cancer,Sol-Gel,Silica_Coated,81.6,34.2,25.06,12,74.44,13.56,12.39,21.81,0.1,2.49,1.46,22.83,44.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003292,MCF-7,Cancer,Green_Synthesis,Silica_Coated,85.8,30.2,25.09,48,60.21,20.48,15.8,25.23,0.1,4.62,1.89,25.22,34.33,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003293,HeLa,Cancer,Chemical_Precipitation,Bare_ZnO,55.2,20.9,5.59,72,98.98,3.65,4.56,2.69,0.22,1.11,2.31,2.38,28.18,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003294,Jurkat,Cancer,Chemical_Precipitation,Bare_ZnO,65.8,16.2,4.07,24,91.5,8.11,5.26,7.26,0.1,1.8,2.52,10.35,25.76,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003295,MCF-7,Cancer,Chemical_Precipitation,Silica_Coated,68.3,-32.8,10.08,24,87.48,10.54,10.93,14.01,0.68,1.28,2.02,14.92,32.2,Low,ISO-Pass (Viable >=70%)
