Experiment_ID,Cell_Line,Concentration,Exposure_Time,ROS,LDH,Apoptosis,Cell_Viability,Toxicity_Score,IC50,Safe_Range
EXP-ZNO-01495,HepG2,187.64,6,67.37,66.14,55.69,21.75,74.42,68.23,0 - 30.7
EXP-ZNO-01496,HEK293,94.35,48,53.54,54.61,49.23,18.88,56.82,47.08,0 - 21.18
EXP-ZNO-01497,A549,190.32,6,83.98,79.8,72.84,13.88,99.3,61.73,0 - 27.78
EXP-ZNO-01498,NIH-3T3,95.63,12,36.52,32.46,36.19,40.5,37.88,82.85,0 - 37.28
EXP-ZNO-01499,MCF-7,154.29,72,100.0,95.52,83.17,5.0,117.88,23.83,0 - 10.72
EXP-ZNO-01500,CHO,84.5,72,56.36,47.57,50.33,19.74,59.48,37.44,0 - 16.85
EXP-ZNO-01501,Jurkat,75.95,72,95.22,89.39,80.25,10.97,115.71,20.42,0 - 9.19
EXP-ZNO-01502,PC12,38.08,12,40.62,35.26,28.14,63.98,40.99,50.98,0 - 22.94
EXP-ZNO-01503,Caco-2,22.88,24,21.67,22.18,18.43,77.77,20.46,50.0,0 - 22.5
EXP-ZNO-01504,Jurkat,88.77,12,82.28,73.76,67.86,21.5,100.03,38.24,0 - 17.21
EXP-ZNO-01505,CHO,5.84,6,6.75,1.45,0.0,96.77,2.86,89.35,0 - 40.21
EXP-ZNO-01506,HeLa,43.45,48,49.23,48.68,43.19,38.29,54.48,35.31,0 - 15.89
EXP-ZNO-01507,NIH-3T3,53.47,12,24.54,18.68,17.32,67.76,21.14,82.85,0 - 37.28
EXP-ZNO-01508,A549,49.41,12,53.63,49.91,50.21,47.45,62.42,48.43,0 - 21.79
EXP-ZNO-01509,MCF-7,186.06,12,91.36,77.96,72.54,15.55,103.84,44.61,0 - 20.07
EXP-ZNO-01510,Caco-2,110.16,6,47.22,38.83,36.33,41.22,47.6,81.23,0 - 36.55
EXP-ZNO-01511,A549,26.27,12,24.28,21.48,20.52,76.94,27.22,48.43,0 - 21.79
EXP-ZNO-01512,Jurkat,26.67,48,57.65,46.32,44.0,46.89,67.12,23.54,0 - 10.59
EXP-ZNO-01513,Caco-2,9.42,12,3.13,3.67,0.61,97.81,2.24,63.73,0 - 28.68
EXP-ZNO-01514,NIH-3T3,140.98,6,42.2,42.05,37.92,39.68,40.48,105.59,0 - 47.52
EXP-ZNO-01515,CHO,13.24,12,0.0,11.64,2.4,89.22,6.75,70.1,0 - 31.55
EXP-ZNO-01516,CHO,187.99,48,62.29,52.27,56.08,14.74,64.21,43.15,0 - 19.42
EXP-ZNO-01517,Caco-2,156.25,48,76.82,67.94,65.09,5.0,78.68,39.23,0 - 17.65
EXP-ZNO-01518,MCF-7,4.77,12,0.0,0.0,1.01,95.05,3.28,44.61,0 - 20.07
EXP-ZNO-01519,A549,72.19,48,80.42,74.97,70.95,17.38,95.14,29.81,0 - 13.42
EXP-ZNO-01520,NIH-3T3,49.75,24,23.6,25.67,18.01,63.28,23.71,65.0,0 - 29.25
EXP-ZNO-01521,MCF-7,199.96,72,98.95,87.95,86.12,5.0,116.75,23.83,0 - 10.72
EXP-ZNO-01522,Caco-2,122.06,12,47.66,49.6,48.71,30.87,55.9,63.73,0 - 28.68
EXP-ZNO-01523,PC12,122.76,24,86.07,66.96,69.72,20.88,88.87,40.0,0 - 18.0
EXP-ZNO-01524,MCF-7,128.74,48,92.74,75.56,74.74,13.53,105.41,27.46,0 - 12.36
EXP-ZNO-01525,PC12,112.21,6,64.38,55.49,54.9,29.04,74.65,64.98,0 - 29.24
EXP-ZNO-01526,HEK293,94.51,12,47.16,39.95,34.51,40.45,42.82,76.47,0 - 34.41
EXP-ZNO-01527,CHO,33.23,72,32.3,32.35,28.15,57.16,33.26,37.44,0 - 16.85
EXP-ZNO-01528,MCF-7,107.08,24,90.71,79.3,68.94,10.89,106.17,35.0,0 - 15.75
EXP-ZNO-01529,Jurkat,8.44,6,2.56,5.57,4.16,95.1,5.75,48.74,0 - 21.93
EXP-ZNO-01530,NIH-3T3,15.06,48,12.93,12.88,8.55,87.27,9.73,51.0,0 - 22.95
EXP-ZNO-01531,MCF-7,99.11,6,68.04,61.2,56.37,31.99,81.56,56.86,0 - 25.59
EXP-ZNO-01532,HEK293,179.86,12,61.4,50.69,43.32,20.71,56.12,76.47,0 - 34.41
EXP-ZNO-01533,NIH-3T3,68.37,6,25.36,23.06,17.56,66.73,22.24,105.59,0 - 47.52
EXP-ZNO-01534,MCF-7,54.81,24,68.6,60.25,59.35,33.09,81.39,35.0,0 - 15.75
EXP-ZNO-01535,PC12,90.17,48,94.69,82.22,71.74,7.72,101.4,31.38,0 - 14.12
EXP-ZNO-01536,MCF-7,164.16,48,95.04,88.53,81.69,5.52,114.73,27.46,0 - 12.36
EXP-ZNO-01537,Jurkat,195.56,12,97.87,82.95,77.88,12.07,113.96,38.24,0 - 17.21
EXP-ZNO-01538,HeLa,178.81,48,77.56,68.31,62.81,5.0,82.68,35.31,0 - 15.89
EXP-ZNO-01539,CHO,158.24,48,71.75,57.38,57.3,10.0,68.9,43.15,0 - 19.42
EXP-ZNO-01540,HeLa,167.54,12,66.78,60.02,55.68,16.98,72.22,57.36,0 - 25.81
EXP-ZNO-01541,HepG2,161.8,12,73.22,66.73,56.87,16.46,78.7,53.53,0 - 24.09
EXP-ZNO-01542,HepG2,54.97,12,49.3,44.32,36.94,48.74,50.06,53.53,0 - 24.09
EXP-ZNO-01543,HepG2,52.17,12,43.77,38.58,40.92,50.66,47.62,53.53,0 - 24.09
EXP-ZNO-01544,CHO,98.35,12,50.33,48.44,41.47,30.37,52.53,70.1,0 - 31.55
EXP-ZNO-01545,HeLa,86.57,6,45.49,40.93,38.27,46.27,47.84,73.1,0 - 32.9
EXP-ZNO-01546,Caco-2,116.89,72,66.96,51.77,58.44,15.1,68.75,34.04,0 - 15.32
EXP-ZNO-01547,NIH-3T3,61.51,72,45.88,38.84,36.34,38.79,40.85,44.25,0 - 19.91
EXP-ZNO-01548,HepG2,128.81,72,83.95,70.84,63.76,10.17,85.99,28.59,0 - 12.87
EXP-ZNO-01549,PC12,134.61,24,91.64,71.85,67.73,14.83,94.13,40.0,0 - 18.0
EXP-ZNO-01550,HepG2,91.49,48,77.27,73.55,67.71,11.69,84.84,32.95,0 - 14.83
EXP-ZNO-01551,HEK293,152.26,12,52.3,43.61,50.9,23.52,53.45,76.47,0 - 34.41
EXP-ZNO-01552,PC12,184.41,24,86.56,78.74,69.5,9.67,97.42,40.0,0 - 18.0
EXP-ZNO-01553,HEK293,94.97,6,34.9,30.34,23.99,53.29,32.71,97.47,0 - 43.86
EXP-ZNO-01554,MCF-7,149.31,6,98.89,80.93,75.21,13.77,107.89,56.86,0 - 25.59
EXP-ZNO-01555,Jurkat,196.07,12,100.0,89.99,84.78,10.41,118.31,38.24,0 - 17.21
EXP-ZNO-01556,NIH-3T3,189.78,24,48.95,47.32,45.54,20.47,50.79,65.0,0 - 29.25
EXP-ZNO-01557,HEK293,170.22,6,51.37,41.89,38.67,30.85,48.39,97.47,0 - 43.86
EXP-ZNO-01558,Jurkat,101.55,12,86.91,79.02,74.66,19.19,105.09,38.24,0 - 17.21
EXP-ZNO-01559,HeLa,192.81,12,77.53,63.86,59.23,16.09,75.92,57.36,0 - 25.81
EXP-ZNO-01560,PC12,120.14,12,78.5,68.2,67.3,18.96,88.03,50.98,0 - 22.94
EXP-ZNO-01561,MCF-7,136.68,6,79.12,70.29,65.52,24.44,92.47,56.86,0 - 25.59
EXP-ZNO-01562,MCF-7,42.69,12,48.4,37.46,40.77,53.48,55.84,44.61,0 - 20.07
EXP-ZNO-01563,MCF-7,15.34,12,15.65,14.47,7.78,88.61,15.2,44.61,0 - 20.07
EXP-ZNO-01564,Caco-2,4.35,24,6.65,0.0,0.93,95.8,3.39,50.0,0 - 22.5
EXP-ZNO-01565,PC12,102.93,72,90.36,89.27,72.77,6.55,102.47,27.23,0 - 12.25
EXP-ZNO-01566,PC12,115.09,6,76.25,66.16,52.1,25.97,80.5,64.98,0 - 29.24
EXP-ZNO-01567,NIH-3T3,5.68,6,0.62,1.84,7.14,95.6,2.94,105.59,0 - 47.52
EXP-ZNO-01568,HeLa,112.65,72,65.71,60.26,55.05,20.53,70.17,30.64,0 - 13.79
EXP-ZNO-01569,PC12,178.32,12,91.62,84.09,75.81,5.0,103.28,50.98,0 - 22.94
EXP-ZNO-01570,HeLa,36.38,72,45.14,41.83,34.85,45.96,47.55,30.64,0 - 13.79
EXP-ZNO-01571,HEK293,24.59,6,13.16,7.87,8.54,84.68,10.84,97.47,0 - 43.86
EXP-ZNO-01572,HEK293,4.47,72,1.86,0.0,0.0,97.72,1.29,40.85,0 - 18.38
EXP-ZNO-01573,CHO,97.07,48,61.96,56.48,46.05,18.68,61.59,43.15,0 - 19.42
EXP-ZNO-01574,MCF-7,31.69,48,50.2,43.52,45.76,49.42,60.9,27.46,0 - 12.36
EXP-ZNO-01575,NIH-3T3,97.47,48,48.81,43.93,36.81,27.31,46.57,51.0,0 - 22.95
EXP-ZNO-01576,HeLa,25.62,24,10.37,18.35,13.07,74.21,19.68,45.0,0 - 20.25
EXP-ZNO-01577,NIH-3T3,56.36,72,36.53,27.88,31.0,39.08,37.28,44.25,0 - 19.91
EXP-ZNO-01578,HepG2,177.41,48,90.19,73.93,64.19,6.38,89.84,32.95,0 - 14.83
EXP-ZNO-01579,HepG2,12.49,24,8.15,7.74,5.91,88.98,9.65,42.0,0 - 18.9
EXP-ZNO-01580,Jurkat,166.56,24,100.0,92.48,86.51,8.9,120.12,30.0,0 - 13.5
EXP-ZNO-01581,NIH-3T3,136.72,12,41.39,38.37,37.58,33.93,42.16,82.85,0 - 37.28
EXP-ZNO-01582,Caco-2,195.33,24,72.04,69.37,60.78,8.96,75.48,50.0,0 - 22.5
EXP-ZNO-01583,Caco-2,199.12,6,62.84,50.29,56.26,18.87,65.66,81.23,0 - 36.55
EXP-ZNO-01584,CHO,59.58,48,59.03,45.47,40.33,32.55,52.56,43.15,0 - 19.42
EXP-ZNO-01585,A549,14.38,24,20.9,22.59,18.59,81.42,23.58,38.0,0 - 17.1
EXP-ZNO-01586,HepG2,71.39,12,53.74,56.29,44.93,35.73,60.97,53.53,0 - 24.09
EXP-ZNO-01587,Caco-2,191.77,12,67.34,61.74,58.27,12.03,71.68,63.73,0 - 28.68
EXP-ZNO-01588,HeLa,197.29,72,65.01,76.63,67.16,10.49,79.33,30.64,0 - 13.79
EXP-ZNO-01589,A549,2.25,12,3.52,1.93,1.99,97.3,3.17,48.43,0 - 21.79
EXP-ZNO-01590,CHO,93.5,72,65.2,55.38,49.45,17.28,63.11,37.44,0 - 16.85
EXP-ZNO-01591,A549,199.11,12,95.67,83.32,81.79,7.05,108.45,48.43,0 - 21.79
EXP-ZNO-01592,PC12,143.9,48,89.52,79.17,78.44,6.43,101.58,31.38,0 - 14.12
EXP-ZNO-01593,HeLa,100.28,12,54.82,50.54,47.2,30.17,60.54,57.36,0 - 25.81
EXP-ZNO-01594,CHO,114.01,12,54.26,48.85,45.73,33.3,52.55,70.1,0 - 31.55
EXP-ZNO-01595,MCF-7,138.02,12,89.55,79.23,77.09,18.38,102.71,44.61,0 - 20.07
EXP-ZNO-01596,A549,17.28,6,6.77,7.42,11.19,88.13,12.1,61.73,0 - 27.78
EXP-ZNO-01597,CHO,177.14,12,66.53,64.22,52.64,18.45,64.45,70.1,0 - 31.55
EXP-ZNO-01598,HEK293,7.84,12,0.0,0.0,1.26,100.0,0.16,76.47,0 - 34.41
EXP-ZNO-01599,Caco-2,172.83,24,84.85,69.39,61.97,5.0,79.97,50.0,0 - 22.5
EXP-ZNO-01600,HeLa,192.34,24,79.03,67.08,58.44,7.19,81.04,45.0,0 - 20.25
EXP-ZNO-01601,HEK293,189.04,24,62.84,53.22,52.99,10.31,62.34,60.0,0 - 27.0
EXP-ZNO-01602,HepG2,11.6,24,17.29,7.41,17.9,84.2,15.91,42.0,0 - 18.9
EXP-ZNO-01603,PC12,190.44,24,88.49,77.04,73.22,10.59,97.68,40.0,0 - 18.0
EXP-ZNO-01604,CHO,104.87,72,67.07,56.42,54.25,17.11,64.31,37.44,0 - 16.85
EXP-ZNO-01605,Caco-2,30.25,72,37.51,35.16,24.95,56.06,36.56,34.04,0 - 15.32
EXP-ZNO-01606,A549,166.8,48,90.57,94.29,78.52,8.37,107.82,29.81,0 - 13.42
EXP-ZNO-01607,CHO,196.71,72,75.14,63.06,55.86,5.0,72.33,37.44,0 - 16.85
EXP-ZNO-01608,NIH-3T3,8.58,24,1.81,6.19,0.0,100.0,1.03,65.0,0 - 29.25
EXP-ZNO-01609,Jurkat,122.17,48,98.87,90.49,85.49,7.51,120.14,23.54,0 - 10.59
EXP-ZNO-01610,Caco-2,27.13,6,2.98,5.2,9.96,87.16,8.83,81.23,0 - 36.55
EXP-ZNO-01611,A549,37.29,48,50.42,49.62,46.97,42.52,63.97,29.81,0 - 13.42
EXP-ZNO-01612,A549,131.22,24,89.86,79.46,77.08,7.39,105.31,38.0,0 - 17.1
EXP-ZNO-01613,PC12,55.13,72,73.58,70.28,64.42,20.35,85.96,27.23,0 - 12.25
EXP-ZNO-01614,HEK293,120.61,12,51.5,46.28,45.05,29.4,50.4,76.47,0 - 34.41
EXP-ZNO-01615,NIH-3T3,7.63,24,0.25,0.0,5.85,100.0,0.74,65.0,0 - 29.25
EXP-ZNO-01616,MCF-7,194.69,12,97.68,89.05,80.31,5.46,115.26,44.61,0 - 20.07
EXP-ZNO-01617,MCF-7,134.62,48,93.54,82.97,75.58,9.34,109.78,27.46,0 - 12.36
EXP-ZNO-01618,MCF-7,123.54,24,83.29,78.18,73.93,17.17,101.11,35.0,0 - 15.75
EXP-ZNO-01619,Caco-2,180.49,12,69.65,59.78,56.56,13.58,70.86,63.73,0 - 28.68
EXP-ZNO-01620,A549,126.31,6,78.5,66.43,64.66,21.7,89.42,61.73,0 - 27.78
EXP-ZNO-01621,HeLa,94.54,24,62.25,57.09,45.61,25.5,65.11,45.0,0 - 20.25
EXP-ZNO-01622,A549,93.39,72,90.42,72.41,70.68,15.19,98.34,25.87,0 - 11.64
EXP-ZNO-01623,HeLa,30.66,24,28.09,29.05,27.3,65.12,31.51,45.0,0 - 20.25
EXP-ZNO-01624,HepG2,71.05,12,47.86,46.79,39.89,49.11,50.42,53.53,0 - 24.09
EXP-ZNO-01625,HEK293,193.69,6,42.68,41.65,35.53,35.4,44.55,97.47,0 - 43.86
EXP-ZNO-01626,CHO,151.85,12,64.39,51.06,46.13,21.62,59.98,70.1,0 - 31.55
EXP-ZNO-01627,A549,154.38,6,81.52,74.19,65.72,20.28,92.58,61.73,0 - 27.78
EXP-ZNO-01628,HepG2,28.57,6,10.34,14.31,11.76,81.62,15.93,68.23,0 - 30.7
EXP-ZNO-01629,MCF-7,155.98,72,100.0,87.61,80.8,5.0,115.95,23.83,0 - 10.72
EXP-ZNO-01630,CHO,187.23,48,71.83,67.28,57.54,5.0,72.53,43.15,0 - 19.42
EXP-ZNO-01631,Caco-2,168.34,12,69.59,58.18,51.99,18.81,67.49,63.73,0 - 28.68
EXP-ZNO-01632,CHO,177.9,72,66.14,63.17,62.22,5.95,71.16,37.44,0 - 16.85
EXP-ZNO-01633,HeLa,55.7,6,34.24,30.57,29.03,61.08,35.25,73.1,0 - 32.9
EXP-ZNO-01634,HepG2,37.31,48,44.34,48.07,45.87,43.28,53.88,32.95,0 - 14.83
EXP-ZNO-01635,CHO,153.8,72,63.87,62.5,55.54,13.16,66.51,37.44,0 - 16.85
EXP-ZNO-01636,NIH-3T3,74.54,6,32.2,23.4,23.01,63.86,25.18,105.59,0 - 47.52
EXP-ZNO-01637,HEK293,97.11,48,43.36,46.35,42.75,25.82,50.26,47.08,0 - 21.18
EXP-ZNO-01638,HEK293,78.34,24,40.65,36.53,32.74,43.72,39.66,60.0,0 - 27.0
EXP-ZNO-01639,PC12,7.82,12,10.27,4.67,3.92,93.56,7.55,50.98,0 - 22.94
EXP-ZNO-01640,HeLa,22.49,24,24.51,24.23,16.48,73.37,24.32,45.0,0 - 20.25
EXP-ZNO-01641,CHO,191.59,12,67.63,59.83,50.21,13.57,65.92,70.1,0 - 31.55
EXP-ZNO-01642,HEK293,184.41,12,53.53,45.24,51.68,19.07,55.85,76.47,0 - 34.41
EXP-ZNO-01643,NIH-3T3,101.45,6,24.71,23.46,16.73,60.19,24.7,105.59,0 - 47.52
EXP-ZNO-01644,MCF-7,186.56,72,92.39,86.17,79.09,7.1,112.15,23.83,0 - 10.72
EXP-ZNO-01645,Jurkat,55.23,72,88.36,74.25,69.63,20.35,102.8,20.42,0 - 9.19
EXP-ZNO-01646,NIH-3T3,114.87,72,53.75,50.8,51.32,15.97,54.47,44.25,0 - 19.91
EXP-ZNO-01647,HepG2,21.02,12,25.0,20.74,20.46,74.63,25.06,53.53,0 - 24.09
EXP-ZNO-01648,NIH-3T3,21.56,24,4.61,0.72,12.86,84.92,8.4,65.0,0 - 29.25
EXP-ZNO-01649,HepG2,122.13,72,81.94,71.59,67.01,7.97,87.35,28.59,0 - 12.87
EXP-ZNO-01650,MCF-7,171.95,48,100.0,93.47,83.28,5.0,117.52,27.46,0 - 12.36
EXP-ZNO-01651,Jurkat,131.98,48,98.23,96.97,84.6,6.03,122.03,23.54,0 - 10.59
EXP-ZNO-01652,HepG2,107.86,72,81.8,79.75,72.92,5.25,90.97,28.59,0 - 12.87
EXP-ZNO-01653,Caco-2,45.45,48,43.65,39.66,37.73,45.3,45.3,39.23,0 - 17.65
EXP-ZNO-01654,MCF-7,8.06,72,23.58,24.25,14.94,78.97,26.39,23.83,0 - 10.72
EXP-ZNO-01655,HepG2,100.5,24,69.53,60.99,57.18,13.72,78.51,42.0,0 - 18.9
EXP-ZNO-01656,NIH-3T3,78.99,6,21.57,26.37,25.76,61.77,25.0,105.59,0 - 47.52
EXP-ZNO-01657,NIH-3T3,90.68,6,36.09,23.55,18.14,57.13,27.93,105.59,0 - 47.52
EXP-ZNO-01658,PC12,35.38,24,46.03,38.63,38.18,50.14,52.51,40.0,0 - 18.0
EXP-ZNO-01659,NIH-3T3,136.82,12,46.76,34.92,37.53,33.87,42.63,82.85,0 - 37.28
EXP-ZNO-01660,MCF-7,39.63,72,68.47,67.77,56.84,35.19,80.99,23.83,0 - 10.72
EXP-ZNO-01661,Jurkat,168.55,48,100.0,90.05,83.91,5.0,121.67,23.54,0 - 10.59
EXP-ZNO-01662,A549,4.92,48,10.03,10.05,6.23,90.85,10.83,29.81,0 - 13.42
EXP-ZNO-01663,HEK293,137.4,12,45.98,45.63,45.45,22.84,52.22,76.47,0 - 34.41
EXP-ZNO-01664,A549,184.15,48,100.0,81.21,80.2,5.0,110.05,29.81,0 - 13.42
EXP-ZNO-01665,CHO,27.87,48,26.26,28.64,20.75,64.59,27.33,43.15,0 - 19.42
EXP-ZNO-01666,HEK293,188.59,48,63.24,60.37,50.76,11.29,62.62,47.08,0 - 21.18
EXP-ZNO-01667,HeLa,134.12,72,84.28,77.29,64.41,5.0,85.61,30.64,0 - 13.79
EXP-ZNO-01668,Caco-2,53.5,48,53.4,43.9,38.47,37.46,51.59,39.23,0 - 17.65
EXP-ZNO-01669,HepG2,100.76,72,74.94,65.71,63.72,18.63,78.84,28.59,0 - 12.87
EXP-ZNO-01670,A549,191.74,6,85.52,74.32,71.81,17.51,96.32,61.73,0 - 27.78
EXP-ZNO-01671,NIH-3T3,84.04,12,42.02,28.03,31.55,49.15,34.21,82.85,0 - 37.28
EXP-ZNO-01672,NIH-3T3,162.41,24,60.73,42.66,50.09,15.22,54.76,65.0,0 - 29.25
EXP-ZNO-01673,A549,121.66,48,98.3,88.29,78.19,5.2,110.44,29.81,0 - 13.42
EXP-ZNO-01674,Caco-2,42.09,6,24.01,15.68,9.56,81.19,17.09,81.23,0 - 36.55
EXP-ZNO-01675,Caco-2,106.91,72,70.44,64.4,61.15,11.21,73.45,34.04,0 - 15.32
EXP-ZNO-01676,CHO,116.89,6,33.92,34.99,27.79,49.28,37.4,89.35,0 - 40.21
EXP-ZNO-01677,NIH-3T3,113.43,24,46.46,43.37,38.94,29.87,45.36,65.0,0 - 29.25
EXP-ZNO-01678,Caco-2,51.7,24,41.16,37.81,37.69,49.55,42.54,50.0,0 - 22.5
EXP-ZNO-01679,HEK293,53.43,24,34.2,28.39,22.84,56.84,30.69,60.0,0 - 27.0
EXP-ZNO-01680,HeLa,154.74,12,64.67,53.7,56.93,17.75,70.65,57.36,0 - 25.81
EXP-ZNO-01681,Jurkat,189.53,72,100.0,84.49,85.74,5.0,120.94,20.42,0 - 9.19
EXP-ZNO-01682,MCF-7,138.86,24,99.89,94.7,80.45,6.69,116.13,35.0,0 - 15.75
EXP-ZNO-01683,Caco-2,155.28,48,77.07,63.55,61.06,6.58,76.77,39.23,0 - 17.65
EXP-ZNO-01684,HeLa,73.05,24,61.36,55.14,51.66,29.41,63.59,45.0,0 - 20.25
EXP-ZNO-01685,HeLa,97.75,12,58.73,54.73,47.77,27.05,63.6,57.36,0 - 25.81
EXP-ZNO-01686,PC12,36.47,48,58.74,48.1,48.45,43.92,62.41,31.38,0 - 14.12
EXP-ZNO-01687,HEK293,111.16,12,56.95,47.88,38.5,31.99,49.6,76.47,0 - 34.41
EXP-ZNO-01688,PC12,118.77,72,92.52,88.63,78.47,5.0,104.73,27.23,0 - 12.25
EXP-ZNO-01689,HepG2,198.69,24,79.29,74.23,63.93,8.61,86.39,42.0,0 - 18.9
EXP-ZNO-01690,Caco-2,111.85,48,69.89,51.7,53.59,12.98,69.62,39.23,0 - 17.65
EXP-ZNO-01691,MCF-7,165.52,72,100.0,86.92,81.63,5.0,115.98,23.83,0 - 10.72
EXP-ZNO-01692,HEK293,122.1,12,47.35,42.99,48.27,29.86,49.49,76.47,0 - 34.41
EXP-ZNO-01693,Caco-2,68.81,6,37.66,28.44,26.49,57.28,35.27,81.23,0 - 36.55
EXP-ZNO-01694,CHO,142.17,6,50.23,46.67,39.05,30.96,51.68,89.35,0 - 40.21
EXP-ZNO-01695,HeLa,120.29,6,66.13,44.92,49.05,28.2,63.22,73.1,0 - 32.9
EXP-ZNO-01696,MCF-7,32.21,24,47.02,37.17,40.61,57.24,53.06,35.0,0 - 15.75
EXP-ZNO-01697,Caco-2,143.01,12,60.79,56.71,53.01,20.63,64.89,63.73,0 - 28.68
EXP-ZNO-01698,Jurkat,134.87,6,83.35,84.02,73.21,14.77,107.73,48.74,0 - 21.93
EXP-ZNO-01699,NIH-3T3,57.14,48,43.44,32.7,38.36,42.93,38.31,51.0,0 - 22.95
EXP-ZNO-01700,HEK293,87.1,12,34.68,40.07,31.83,44.31,38.73,76.47,0 - 34.41
EXP-ZNO-01701,NIH-3T3,27.23,24,11.89,7.9,13.03,82.76,11.31,65.0,0 - 29.25
EXP-ZNO-01702,HEK293,81.6,12,35.26,36.03,28.61,45.96,37.2,76.47,0 - 34.41
EXP-ZNO-01703,NIH-3T3,93.01,48,56.02,38.71,41.28,24.53,48.75,51.0,0 - 22.95
EXP-ZNO-01704,A549,157.06,12,89.49,74.8,71.72,14.18,99.34,48.43,0 - 21.79
EXP-ZNO-01705,Jurkat,190.57,12,100.0,84.02,87.04,7.49,119.49,38.24,0 - 17.21
EXP-ZNO-01706,MCF-7,156.71,12,86.05,82.65,76.1,17.02,103.14,44.61,0 - 20.07
EXP-ZNO-01707,HEK293,167.73,48,65.8,57.49,46.36,13.45,61.21,47.08,0 - 21.18
EXP-ZNO-01708,HepG2,150.59,24,67.6,73.96,60.15,13.79,80.58,42.0,0 - 18.9
EXP-ZNO-01709,Caco-2,192.77,6,68.79,55.68,53.11,23.09,65.1,81.23,0 - 36.55
EXP-ZNO-01710,Caco-2,199.58,6,61.08,59.3,55.16,22.06,64.94,81.23,0 - 36.55
EXP-ZNO-01711,HEK293,180.13,48,62.42,60.14,61.16,5.0,66.45,47.08,0 - 21.18
EXP-ZNO-01712,NIH-3T3,120.92,48,56.62,50.85,42.62,19.68,52.4,51.0,0 - 22.95
EXP-ZNO-01713,Jurkat,156.66,48,100.0,94.17,83.33,6.12,121.63,23.54,0 - 10.59
EXP-ZNO-01714,HeLa,117.46,72,82.98,65.73,56.9,11.3,79.34,30.64,0 - 13.79
EXP-ZNO-01715,Caco-2,79.04,12,51.24,33.78,39.89,42.67,47.47,63.73,0 - 28.68
EXP-ZNO-01716,HeLa,97.98,12,56.7,53.93,44.14,34.37,58.87,57.36,0 - 25.81
EXP-ZNO-01717,HeLa,185.44,48,79.0,74.13,66.95,6.35,83.79,35.31,0 - 15.89
EXP-ZNO-01718,NIH-3T3,79.81,6,24.99,24.96,17.97,62.46,24.17,105.59,0 - 47.52
EXP-ZNO-01719,HeLa,184.53,48,81.07,61.56,56.01,11.44,78.13,35.31,0 - 15.89
EXP-ZNO-01720,CHO,110.82,12,51.44,52.78,43.48,28.73,54.33,70.1,0 - 31.55
EXP-ZNO-01721,A549,124.75,24,93.3,76.2,71.12,11.84,101.81,38.0,0 - 17.1
EXP-ZNO-01722,HepG2,10.46,6,7.1,5.1,3.44,92.24,6.91,68.23,0 - 30.7
EXP-ZNO-01723,HEK293,26.51,6,4.43,14.39,7.29,88.88,8.24,97.47,0 - 43.86
EXP-ZNO-01724,CHO,172.96,48,59.72,58.18,55.01,14.11,64.68,43.15,0 - 19.42
EXP-ZNO-01725,Jurkat,89.34,72,100.0,100.0,85.19,5.0,123.86,20.42,0 - 9.19
EXP-ZNO-01726,A549,2.74,12,0.0,0.0,0.0,100.0,0.0,48.43,0 - 21.79
EXP-ZNO-01727,PC12,109.82,72,84.73,76.62,75.84,7.48,98.99,27.23,0 - 12.25
EXP-ZNO-01728,Caco-2,122.39,12,63.98,57.34,58.71,21.34,66.06,63.73,0 - 28.68
EXP-ZNO-01729,HeLa,176.51,12,74.98,73.83,61.55,11.16,79.72,57.36,0 - 25.81
EXP-ZNO-01730,Caco-2,38.55,6,10.78,16.86,17.95,76.72,18.07,81.23,0 - 36.55
EXP-ZNO-01731,Jurkat,150.45,6,82.09,71.26,66.09,23.51,97.85,48.74,0 - 21.93
EXP-ZNO-01732,HeLa,15.08,6,2.19,6.1,0.0,98.45,2.13,73.1,0 - 32.9
EXP-ZNO-01733,HeLa,37.63,24,39.31,35.49,28.77,55.21,39.9,45.0,0 - 20.25
EXP-ZNO-01734,CHO,75.18,12,31.16,33.7,27.0,55.28,33.93,70.1,0 - 31.55
EXP-ZNO-01735,A549,26.52,6,22.59,24.73,14.21,83.98,22.04,61.73,0 - 27.78
EXP-ZNO-01736,Jurkat,19.1,48,43.84,42.86,33.09,59.36,52.62,23.54,0 - 10.59
EXP-ZNO-01737,HepG2,83.45,12,63.29,55.79,52.76,32.94,65.59,53.53,0 - 24.09
EXP-ZNO-01738,MCF-7,98.48,12,86.86,77.08,70.96,17.1,101.28,44.61,0 - 20.07
EXP-ZNO-01739,HeLa,147.98,48,74.31,58.96,58.46,12.33,76.31,35.31,0 - 15.89
EXP-ZNO-01740,A549,190.89,6,88.53,81.79,67.86,16.75,98.13,61.73,0 - 27.78
EXP-ZNO-01741,CHO,20.45,6,0.88,6.68,5.66,90.09,6.28,89.35,0 - 40.21
EXP-ZNO-01742,PC12,172.13,6,83.77,69.86,67.54,15.79,91.39,64.98,0 - 29.24
EXP-ZNO-01743,PC12,131.53,48,85.22,79.1,70.66,9.61,97.41,31.38,0 - 14.12
EXP-ZNO-01744,HeLa,149.51,12,66.52,62.9,59.73,16.54,73.43,57.36,0 - 25.81
EXP-ZNO-01745,MCF-7,137.33,12,91.82,76.79,67.71,19.74,100.21,44.61,0 - 20.07
